1 1
5 -720424291 868810350
0 637941316 -896515971
6 486337786 -608633737
4 -47986716 -523727786
1 -97100173 839513564
2 -397880053 -872895911
5 -891421060 -14329327
3 -404524936 -680334870
3 61148041 -714375022
0 740034200 -302502594
1 347465664 -161346023
8 -764258421 657179378
9 -724958968 -241412723
5 -178240584 519119626
4 -295941161 -254580200
0 152685028 74456401
9 323548645 433648593
3 855869796 -619545986
9 1097004 -871846722
0 -245544818 -861502995
3 -743671655 -952409221
5 -60369026 -379139007
5 -315886251 -130306258
8 -221248970 -22375308
7 -869541132 -75456130
6 -932952381 285069424
3 508731285 -102640249
2 367333376 -718181694
8 -687649740 -509517975
9 244980897 607160579
3 -590477033 -167474082
1 -435698823 550200440
9 488702208 -611063116
5 -231740606 -719571932
9 -941820303 78568086
6 600366908 933491344
6 409029116 368161816
2 944356630 870696648
5 214085538 857345894
0 -551384617 -271054829
9 822541678 977227729
3 698960903 -134313221
7 -932383083 608705088
0 -995432545 323371460
6 -577677884 -85796168
1 847705796 782213269
6 -111408604 432354547
7 -272775221 -390001223
7 169933655 584716426
5 91134083 789061294
3 -471505790 534568824
9 752177625 820611284
8 581942446 -147507617
3 459206706 -739255910
0 512374977 -999475211
6 -690233977 908312626
9 -198885315 649944465
2 105321205 775077897
2 -892709085 -682723616
5 -142481719 928557153
7 -454300350 -548729707
0 -512217757 685119390
8 -282945107 692274994
3 179744993 243403672
6 -582438663 371213014
5 -504297144 -538181375
5 -585343607 -748275436
3 -865834481 -231808830
4 12238316 -462258063
7 -18342272 -505836283
7 -740321708 -277973800
6 572728796 -654038204
0 2396011 642894024
6 458176323 638793946
8 -639446959 -975038463
7 271575801 -549709586
3 346758346 -56062997
5 244978016 -135631385
8 624324752 -763635696
9 -216405526 822146186
7 -913958926 -416248488
2 -643834799 -732643586
9 -921450985 293919242
2 -453941529 -514277650
5 -963356318 -111895662
2 987669948 727469085
7 288174482 -497738840
4 -418669924 -426267288
3 740731199 409739923
7 -473072325 522347584
4 968628512 867331109
1 -705136451 -984108712
2 813551451 -734334578
2 -592488708 405168122
5 168093912 496098006
1 -738604384 160760709
9 -861888838 -870698078
3 457417205 94139029
6 -48800674 -649814148
8 594869400 -626902805
7 363563467 645479175
8 270315210 -378330558
1 908540481 246820745
6 -178401266 559715186
2 -627841318 -687388438
5 120819810 -27918753
4 -273122092 183775364
1 -623038741 242805575
3 -191896382 -158577331
0 501726091 -616551713
0 -872142453 -234172441
8 -4244930 -258408803
0 -749531287 932026039
2 321093146 190504578
5 317900492 45075978
4 748685007 981846056
0 600210005 -129004681
5 956592041 316170765
1 966644733 642301801
0 878320576 -661361160
2 28821589 349849660
0 12029938 -272049258
8 -214584765 874820439
7 38821749 792701328
2 -220030010 836697380
2 842871638 9988142
5 -283857901 157137104
2 918400519 564831343
7 -19626528 -879955775
7 -381711709 165379469
5 -527235097 132957597
9 637768012 -742315847
9 349868235 -164859597
4 772016503 802666160
4 289356580 -508113129
8 -809330874 -939381986
2 -137820100 670053256
2 975598726 -934371717
6 -67608990 777572257
3 637079093 453438783
2 -696081298 284243268
1 -19607399 45469162
9 471905950 -728593086
8 -336433930 -635576550
7 -619249482 602364026
0 -744018111 55802835
9 -130030293 816115729
8 -47409219 -751212402
6 615872053 -725634477
9 564238560 -520461292
6 363140055 390181224
0 73951369 -15578270
1 771633971 888215931
2 -864641664 -906498226
0 -67498943 -253505535
9 574551902 990850779
7 -749448533 104968330
3 302849853 635294437
8 -227883961 451947825
2 -553995439 223564625
2 -904861348 420977390
0 -562104926 -878199091
8 -20245346 -510095760
0 883280968 763357538
2 811009845 -996564757
4 -82930993 790070947
3 888894167 988943178
9 45280332 -357782476
9 -62125002 -226227616
9 -79596073 -227564639
1 -468761293 97762241
9 207278569 -547715997
3 649111235 745593541
4 -329477099 392508043
1 292789426 276341186
0 -733401556 701779506
4 -769860638 353571312
1 -730703640 875240069
8 -608064368 -607995471
0 -60676318 117979780
8 397826150 -859485701
0 -602775542 59274017
4 241184526 568527266
0 502265390 -75395336
7 -84958079 297349294
6 860799704 876850629
9 693301947 646708800
9 425043117 -241081635
4 -951119582 -285886634
7 -76627687 679523118
7 650998203 28121377
1 -706464244 788178623
6 560250501 520659343
3 238456844 -126487332
4 762142675 -578975320
0 -360749375 -247053306
7 441307255 876964551
7 832120905 639250516
6 655836548 -373667052
6 -585445500 767949793
8 -878219170 -925291789
5 -785041939 -165453253
9 484713335 488478546
6 757575457 -128808248
9 -979556475 -281239163
1 -724793442 -178436961
5 938481630 -475253358
1 -250176461 -122199554
3 453425167 -29713588
4 722348432 117242803
7 884858317 139474722
3 -183957292 -368992897
8 637461340 578159432
9 108488670 994227940
6 -277344585 49227777
0 -745843372 -476004489
1 314702042 -739792789
2 194495859 303330415
1 476374134 -814804984
2 -613221602 -542766899
8 -694278864 -700792079
1 224573697 -200598816
1 646636587 713864280
3 135407237 309985219
0 179966425 221956169
9 595793803 403381842
6 -703310608 -302658911
7 -24806565 517264986
9 54652571 956796693
3 -650047815 -939680474
3 -206871423 -703225622
3 -495101991 -111733856
3 346543515 -33791088
4 457112553 241329446
5 -681223842 -507966739
7 790525687 -780729497
9 145631285 303259889
1 186796274 -793487775
6 -533278943 480195627
2 -581018845 232281247
8 -747763938 210799801
0 6 52
4 966541448 360143740
2 410841929 419225337
1 564503814 -675385843
8 -664387101 640363011
2 -295439586 162852355
9 -619838628 519692353
1 -541916844 929111428
7 -144415636 -758416161
8 556152279 -590922933
2 -479930770 -908592366
3 801139364 -904176422
9 773432493 -135308951
2 106520479 -144071505
2 120959952 24021522
0 64 47
8 912481213 623761936
7 541238745 129114008
6 296231858 -524097999
5 816408269 199571767
2 263036634 -965427037
9 -543447955 262690663
5 927875038 -943814615
0 140947978 -162320734
1 -324102994 697862634
2 -306314084 -790249035
3 234810112 400307978
2 -851861916 629589813
7 -873327312 87088916
1 737811273 -806071439
2 -229616103 -330833396
4 -993006462 -93360453
6 -343190351 83220013
9 750486380 -999976605
5 -781897534 -150784563
3 -567343886 -106817275
0 -662025458 178311022
2 826029645 197034431
5 -441705619 -509171535
9 -508108705 -209088604
1 -452586158 782971326
9 -88396811 231153456
8 171509616 -560740412
8 965734257 153211111
0 142760450 -672821416
3 38668830 816953135
0 -623661367 -787334150
9 509512757 874164185
2 -114803365 753153352
0 783600698 276991195
9 339818365 -396828653
1 -241594719 -620649311
1 451965351 37939380
5 -484157447 97829849
1 -657369340 -372429498
6 -488137103 -837389417
6 108371468 -281954091
2 -799106460 -606037704
2 455513020 236677542
8 50165663 776537714
1 49905454 -721105747
9 -637225339 427781483
3 -167574987 -142597537
6 -858554783 498159182
4 799993022 -587080858
3 -997492409 -938595176
8 964168207 331393683
9 900012191 660504937
9 951482504 469099816
6 -33186264 32429976
9 230748027 -326267324
1 -41244602 -323453168
2 -543558040 -62151572
9 -853033511 119577104
6 -154467519 140458006
8 -909491267 -47048877
6 -911765792 -822080427
4 -636862926 -688899974
8 468560655 331276846
7 -525415121 531060858
8 855767202 39233053
6 -195286497 700201813
6 741356046 885126987
5 62016449 -809461466
7 15093823 -122716853
9 -220828623 494532744
5 617285442 132347089
7 255673971 -856506297
4 -331112338 -222953228
0 872529792 535079257
9 -257077732 -866864252
3 -177290758 260684053
6 -360217122 -598032484
9 705527691 -405524925
1 -880730293 -124584954
8 -937707338 -536885328
9 132548970 -848068364
3 -99520670 855652906
1 9788905 -465436143
7 -623231659 -245642696
8 -692523758 288735552
4 -219099907 -485604041
6 -458559776 134131209
2 951256926 -25955429
2 912310804 170355396
5 -929526675 535176279
8 971045601 173283358
6 529145645 -429170299
4 166682108 -796533326
6 -440663685 237116540
8 -674775446 28896610
4 -330963823 -652337323
5 489491740 531083715
6 -195591308 516988256
4 -429841722 -336297547
3 192926205 -742362461
9 -392520582 -465807816
3 -269953445 860327239
8 -729266638 -699086393
3 -680757693 -42920984
3 -608475997 719471072
7 -67394610 641730998
1 -566601335 -781762510
0 -872414714 281127557
9 -451315903 -75990624
5 221774467 -411064672
9 146921689 820735340
2 575185219 632149252
3 -285611374 -626834745
0 -371306793 -973168954
1 -148840217 -106602093
4 172224697 175543186
0 659923061 134869940
4 632605672 94103604
2 675133358 -97289629
3 -595674541 779883267
0 -144401099 -777704827
6 -206679815 675533832
8 481589431 563468234
3 -744241525 616538189
0 -556323109 -213156281
3 340272742 20765496
6 -221623723 327758365
5 -908155407 192119673
1 -15500774 393009730
1 -832648251 627721593
0 -501031496 171919419
8 -597338830 402677163
9 -286294718 877035120
1 66428290 -866085824
4 -730438343 761574553
1 295110873 532679197
5 -725383300 743969122
5 -686775705 -208899826
1 -350020364 -134876474
0 495670159 952851309
0 669403478 -816379000
9 89824192 -354096618
9 -975499150 -880014948
9 494986135 -2215954
7 -167250010 -344111863
7 -648988539 339770361
8 456026847 -449383330
3 197419466 787013681
5 344811297 263846115
4 385802240 -597661799
2 -940755909 -253679249
3 628282755 -101848574
6 -958846645 -432024725
0 -501941700 -735379644
1 880893683 232336116
2 854786791 123539281
2 447978058 770493661
9 -951964801 -884676676
7 -751411963 855886919
6 825214497 876636168
8 926176136 -542185956
3 -952498687 -348177229
4 531764142 -749386890
3 -913103724 259261857
9 -378475253 977102067
1 968934808 -996826569
6 90914927 -735543426
0 310245749 -241536671
1 850567356 -811206025
1 -953533678 550419849
9 379958260 624147981
4 840354133 -424381464
9 774419730 -731883268
6 -283962990 455604095
8 -595443259 568642918
2 210779888 698747438
0 187904597 70903809
1 -804025405 666380398
9 901560045 -309284190
7 -936123507 391122299
9 -409649026 749594088
7 498876606 426855904
8 -543472740 -459640091
0 -390975087 884081738
3 779026989 -600930731
3 -656741370 163987566
6 422653572 751272614
4 -657511340 826971487
4 461323311 -756130279
8 -568764525 611127128
6 634518940 -430209049
2 686780876 -642101492
0 -340265098 -435784548
1 39134065 -999633114
4 -734109245 -904362467
5 -755434980 -415333101
6 711531221 -739223039
4 223482057 703255988
8 328881092 -961877085
4 498633450 -1649518
5 611876286 546055737
7 -725543298 -563807007
8 -99178809 -743941646
3 -612998816 -859701407
6 897226426 -13451172
5 -541493282 -651610269
8 -868707024 232038078
3 -698674702 -395129366
7 938426634 -779951170
1 732024457 684713473
6 382910449 54629123
0 -622617193 356676807
8 206329035 -331785992
1 561150823 -61027002
8 -943886508 -829736713
7 291769070 -358069236
6 -309162938 924391194
3 -302260713 827022360
1 -948770117 -566507952
7 535272559 656508667
1 177068286 88133440
6 450468164 -675436177
3 -464740283 110203837
8 -197744655 -300674491
0 -466461124 664222902
8 520013405 -568846344
9 -982863377 310888916
5 880898744 -535466309
7 494466437 -454319794
6 -761937983 -162442347
4 245123999 -207720037
2 571983576 -116029695
4 239994233 -46116919
1 683747810 921518298
5 -1361141 -384698834
5 -938559730 198353676
8 -216987133 201886955
5 852988442 -98762989
2 -921566318 271553281
4 366145971 909831303
9 274115985 -619370128
0 -192898201 763564799
9 414222800 -731865624
5 837051510 531540538
4 -600534488 -94319097
2 -329601760 64550002
9 -268567184 -436617321
7 437131578 145865770
9 316147958 -243217804
5 762987762 406671565
7 -233737156 70419
3 -223798354 -586916346
3 600987824 491192661
7 -137214837 563283667
1 493642646 -853954884
1 719308161 166309980
0 12 2
6 -811782775 481640549
7 -434124542 -908149817
5 195585244 828461216
2 -813947853 609303002
0 23047228 -223769295
0 -455498832 38494202
4 -330670726 66954034
8 458499603 -532874113
9 303068142 -498997971
5 465237039 585975529
3 218488161 -460711306
0 -898658754 627286466
1 -50155414 650321441
6 -168713185 -585277312
0 121854362 634828110
1 -419974541 991921488
1 664705256 661131234
4 -865853485 451399531
8 217073578 631741635
5 -777363478 -717201260
6 -277016221 -687170691
8 -775567791 234770306
4 -923695899 -879827773
6 208661684 579380422
0 -974888290 748119291
3 684086821 986114842
3 578204370 771334497
7 472433412 376325796
9 -269153458 122292140
1 -973947171 -963875332
8 437076134 925881103
2 -67191713 726974911
0 651906231 104217405
8 -542918409 249613272
6 -177443758 -734992424
7 17525950 -686837577
8 60952518 -931970638
1 835179615 858994350
3 -809753905 856480978
5 -799035297 65295582
5 -145144937 15865288
4 -181924787 723935155
5 -661639438 -153795391
4 354708486 551844861
1 325489384 -888575158
1 -113817406 -514359602
4 -523064624 148193689
6 949335222 -908462106
6 624057356 -912933022
9 -949355132 -532999866
7 -333647266 634940274
4 -294654144 -179141460
3 362879745 -144452720
9 -929891165 573906416
4 952003695 546364310
5 39230001 -649248509
0 -270896249 499006671
1 -1657003 -409959550
3 608983954 787900407
0 973965125 664696475
9 -145739094 477084022
3 -198789007 -932315979
2 -338113038 155600192
7 720860108 177126857
7 755759925 448654452
9 -296166673 -903590685
0 569473438 980619619
2 -548463694 816074782
2 172326587 -687308634
2 -221508683 -110566844
1 488594346 -379674349
2 372697146 396077421
5 347299971 -429007833
7 -999352243 261459318
0 129499335 254750310
9 958102834 804827787
4 -157855120 -658317530
7 344258682 712712200
0 -857138139 -796261478
5 -456069678 245293359
1 -300060111 -639195862
6 991612638 311274706
2 729824585 561386612
9 -123858283 -738920751
8 -348464539 228228011
0 -488929368 -639937242
6 -49385931 54271577
3 581629773 -595127507
3 -129649068 795015734
8 47234168 868784872
3 795010733 -447473913
0 207143767 -824741834
0 -980128919 -673010801
6 744973514 127098128
7 434245532 899812890
7 333901201 326355161
1 328278810 -144683122
2 182501762 618788899
5 -667623423 232575100
0 595284957 -68966471
6 -924263911 -157644007
0 -655781097 795292026
1 -518080681 633877961
7 935736542 173642309
4 277724334 -418114590
3 874515059 511146182
8 -928633021 74109378
0 437571307 -724055742
1 369767368 -803072983
2 -764979806 119142226
1 -657277942 261362678
9 788571121 -360556220
4 -250069661 416339617
1 -920048065 40164090
9 414509478 406827731
0 81208762 940661301
5 96519306 -746749445
7 -903498133 786233497
6 -486429465 340633947
4 793738908 -825778588
8 724923624 879336848
3 -701994502 -964037830
9 -804574685 -656259832
6 531975373 63609963
5 -162336792 -963736348
9 -551188028 556028620
9 554105297 807790150
0 136787324 224536852
2 633931770 671793676
5 718972895 30808946
4 -152407174 -228907713
2 882256398 -812140347
3 -184772168 521479175
5 664590482 788734485
2 -656833555 -686724941
3 934989774 653448283
7 -306350615 -695340885
4 -548764980 685058872
4 -170089520 437782788
9 409733435 273442090
0 954318035 983013334
9 243836087 646757420
4 -288262372 403847448
3 -680247946 252906424
6 986743085 39049743
4 -969765019 -706091874
6 -286670226 -52540016
5 -879813401 62502123
0 598092329 -850316119
0 586403447 428793077
1 526314073 -956767094
7 -727473144 -336935725
0 568263220 552363796
4 -750811218 -71718553
6 413182207 70242812
2 445083981 -171358932
1 -669584418 -652243056
2 150470563 -991999231
8 -356674145 -726561526
4 -640762355 4557129
3 404274069 532003637
2 -500478722 281259743
6 -648507011 249765628
4 3501870 -675557986
9 -829195238 -935837172
3 -569413488 157307948
3 325127930 883759021
3 9265439 333755725
0 356458527 -644409500
4 -172094051 13486901
0 -971939032 -5711640
2 907991238 166064072
5 -429099213 -86052845
6 -517707870 -134446307
5 40827807 566109055
6 -621214407 -211763794
7 -4904764 156076795
2 -49820004 -643439168
8 128462068 113874907
4 513453192 935134100
1 99676635 738889991
0 948888573 537018163
3 139581531 -368753714
0 472606526 96280540
7 288463003 385346915
3 -140158157 -835625326
2 96342206 -626025831
1 847388708 -151328844
6 246690141 612865184
8 902624371 -491170621
6 -322455609 -790792230
3 870356150 -855761107
0 730493442 962440682
2 -228616167 -509937991
1 -827802586 -945814531
9 250586684 77338980
7 304732164 -627540773
6 -83457678 -761844683
8 661402064 -18425458
2 -755381642 -969848779
1 837429115 711669787
4 920932034 -139955957
9 -61761577 747035096
0 -741922173 -988360602
5 472698197 -298594281
5 732434473 925782731
5 -414480656 -16992747
2 -501299496 -490806584
3 -708432843 -442048473
3 -650286048 -778479929
5 -697512030 218718269
2 498271390 168804655
2 13733207 -758475210
9 385648655 753833368
3 368255243 229671629
1 393180759 548744439
8 -549100556 -958833460
3 278845088 -445383623
5 -44885484 -83318076
0 618023267 189423468
4 346083498 802684712
7 -710532426 -424979569
7 -843382447 259475020
4 -968579100 966560555
1 -798226115 989476486
3 69723342 143736143
5 973471042 -824545319
1 55500370 96919366
9 -336313100 -217299848
5 -585612858 -317464650
5 -362441841 -567002430
0 814004485 -904258345
5 812944503 224689595
8 -79102234 312517506
3 -704098502 389285258
0 -297496604 -197586759
5 533688232 -492332901
7 356756698 16064554
1 -863218134 326496564
9 -374334458 214067401
5 820889507 -741032550
1 611888668 -719400674
4 388685343 401272234
0 -964532564 -545061326
7 852620018 -511322674
8 149557148 -531642222
9 263494438 -619618181
1 -422769546 262574569
5 -827953660 450220265
7 801308266 -777728700
1 -362650208 -840078139
0 147070796 -572714165
2 606359971 796469065
6 -296913821 983943733
9 360957774 617947672
5 -600191457 587334894
0 -114167441 -663983709
8 728807773 -609520957
6 87685150 -291304464
5 -662999941 -867766847
2 656338657 841209612
8 -248743436 407396573
0 -953315300 560325152
8 33309707 542114669
5 844199269 89965737
9 368770660 -445296311
8 -926409505 -129776634
9 829266250 710464432
7 -280901461 911151217
4 357073461 455421159
8 118308117 346496922
6 943239291 -886611603
5 -754477563 335883352
8 -924681257 402889338
2 -370188941 -639268764
6 563123972 -425753600
8 952794892 -721012604
6 -456161073 266406020
2 77152404 988445519
6 -214173494 597062355
4 -827293738 652823220
4 -326196496 -808271346
9 -114898637 185402044
6 938105148 -147742941
3 -458158523 -588587358
3 -565078307 -633883350
2 -64097755 972210917
7 -950410244 756899021
7 743251791 100732974
0 326471069 103835020
5 -514605348 590801210
2 766049184 -489225600
0 8 7
1 -30649918 565589576
3 -420439091 -831525212
9 -768652526 -84929501
7 -622395518 675162488
8 423243291 -195349848
9 349386479 -69506113
9 781631754 -894647784
1 -959377989 445571367
3 -950770805 -108804460
4 638162721 485280455
7 329717881 827947824
2 -684953378 -173011942
7 308906840 -981965135
0 326274648 229217738
8 116163327 -232523013
4 -159476773 56170264
4 -535766895 -325293992
0 -217493272 507169247
3 913871388 564897667
5 -158720353 -694520436
5 566767092 -798705046
3 658114200 -34359645
8 -588282670 -961628285
0 55170123 969008359
9 -331448468 906016390
1 70484333 -96704222
7 -369908921 -385767190
3 371093944 331184198
6 -949082074 -840336436
1 -932482804 -866374496
9 652742490 371809351
4 -376278549 -242610815
1 61266374 -262851063
9 -367092323 -664349603
6 985057125 424956838
7 -880724510 626770193
8 100743389 944192807
1 489984237 -991361847
7 987659915 -375087384
3 915833015 51439097
8 -659590018 859938565
0 55016680 -389219236
5 -715748771 158564133
4 62807055 36026355
4 -6809739 -203503987
3 244612197 344235771
1 -175858978 -770316049
9 218573407 -229059611
6 -815699399 -407808645
6 -93126370 -40307929
2 -456026616 -403526741
8 554861601 20802100
9 550522821 -743313488
5 -340788153 -578136905
4 -534658764 272612023
3 516127958 -704186045
4 124621472 -200274083
2 -431960800 -773417602
6 396555064 619311842
1 204483000 -33604008
9 -243470027 35567215
5 73427892 -12855586
5 677746530 235333512
8 -987642921 -470030257
9 -422142113 765949657
1 -772538993 201259978
4 -886921928 437900417
6 207989362 -171486747
0 757172507 -708243077
6 -395320922 -745049377
4 910856814 -706261415
2 -266353970 -266701726
6 841773131 -414465975
3 449393681 680127886
1 -529524850 894467216
0 61 54
4 740770238 190378119
1 258639738 555199790
3 604018722 -21753510
2 563102115 195625617
7 -329894888 594251582
6 -462721987 -244367234
0 866216606 -469301631
4 -782513281 -889755497
0 401955049 785224686
3 626107944 -624796758
5 681787047 -138254448
6 -657222372 576571838
2 -2140645 12287958
6 846478229 -385305297
4 -722540510 387976258
6 -729576937 664143422
8 -305309469 630206471
1 -461233627 454573720
6 284344953 -497052466
8 -361693796 -587226416
8 555177340 -992645196
9 383442289 523536862
2 584931069 -259262425
6 867026066 -421940117
1 -915208814 -367594213
6 653172576 -191784666
7 487597169 -434680172
2 925338744 824504452
5 -974170245 -542736170
9 157178224 312067393
7 -364982578 -655322755
5 -566992578 -5856864
8 -887895330 -503867408
4 -565736236 -856213509
8 729534027 -856165717
7 314236549 493496423
3 98940290 165791379
0 983879026 -886500093
7 -102429816 -972032363
1 508241756 -963200812
3 -726883351 856000048
1 661456272 -945510429
4 -813033349 -208756490
0 -445642188 -195723072
6 519381761 287260102
5 -883828852 -868256085
8 107792830 147903662
1 -970833546 -735647381
2 -619436390 -685754237
2 500987859 887694398
1 -117988425 -868817245
2 -754292542 -270551309
2 337160793 465880187
5 -183176612 684921348
9 301732779 -630528457
9 -670174899 299056505
6 -317807336 -802824349
4 686825743 -264804891
0 635735355 -491898269
2 -699206448 250887825
4 425284175 43359747
9 961607173 -259245422
0 268056116 -565030596
9 -831953724 316642353
1 175437176 -352606576
9 -3914409 -254671759
0 -619960122 -332958079
0 282541816 409442307
4 505201239 -840923582
4 -391110942 -301442541
8 -340507621 529822040
4 -41492334 639067234
7 259533791 216668587
0 22 14
2 12478468 714587206
0 852849428 583707498
2 -882161241 866968656
5 91919495 -316748855
1 300129293 308186063
9 -201153383 -490789526
6 62081805 517813263
6 -552750664 -352824603
7 527142986 735950289
0 -464315556 485368103
3 905770226 -467248576
5 517853347 -781251291
6 -450503137 76854373
0 820772456 -115072223
0 -823436735 310481249
6 867852393 -816838419
0 -589106390 558126971
1 796718810 -262117638
1 44804935 -124611853
6 532916229 -155349961
3 757662050 255262186
4 321837416 765700157
8 -267942871 -167469208
1 611645185 399607399
5 819065813 60052169
8 495532893 19836936
5 634422970 -2141307
8 -745922374 -246728929
9 372252744 208947930
7 358020661 -597269807
0 -409296870 -203766934
7 494488296 -887593551
2 622977489 -854458768
4 -799223762 -214748405
6 913160558 -694117042
0 -948253713 -889614841
5 -665025334 -490466369
2 -794981677 661684123
0 -743592510 642412100
1 530453052 158074934
7 -712156571 -898661482
6 377053446 -785554773
1 -318470565 -231665727
3 5503705 739901206
7 -373707106 -338982115
4 -840049340 -116819204
8 281206204 -160565752
8 -455603300 -878879785
7 344024361 -737759970
9 35367561 105338478
8 618113253 -872070781
0 311986312 9695413
8 -876037639 -504660255
7 678170886 571208863
9 -507197498 349489153
7 -490973041 498623878
2 217977182 144592477
4 -17255940 371547414
8 37072380 348913752
4 -716980696 -377029471
6 -915267469 834571266
6 965000562 630650502
6 679893211 -724355470
4 131609517 -114198314
5 -167909048 222245803
6 -474941907 211693796
3 -48995819 461344372
8 746968570 -539780913
8 -284826441 -551917717
3 -949029301 -727513728
7 -533724128 317393556
8 -90022784 -980235759
8 -687220318 -861183019
8 -273447349 -643867616
3 -277052112 526671622
1 522183214 -529484906
8 -392071862 -754673594
6 -559250010 556593884
7 654241427 -936632444
1 463671684 962232653
1 -651589471 346637294
4 -72672402 -894080229
6 721663936 -600700895
3 811402876 -737523138
5 -532168094 585380236
9 113484555 -217870356
6 -435563631 -866526725
3 -815816916 -889516196
9 266521786 -268405362
3 470783509 802583159
8 353671191 828589386
9 -531368121 141704904
4 963426221 -653066060
2 177593097 -838243617
7 635569474 634812315
6 357664894 111639090
7 -22805376 -861971061
2 -986879622 433590529
0 972582514 -578289174
3 -16321466 614047166
6 -973003922 825873516
2 353347097 -785939469
5 632333349 -142379909
8 6759706 983364261
5 -59735943 -468182211
1 -238576926 286437280
5 -839439914 989432132
1 -935426864 -19497963
3 173187119 -428929188
5 -427746346 285857536
9 274456215 231118120
4 -375303655 -896410639
9 -678864776 -144187998
1 -270921851 -208956595
4 918378633 522679408
6 -708749509 189970447
6 -825853095 -888809132
3 241874268 -43291142
4 -933621225 -814605993
8 31998553 -681774742
0 -591286589 891510722
6 223969018 587725629
9 101630267 606584814
1 578368980 -155711063
8 -717391015 506670782
7 28717576 329405136
4 -585011685 -369232225
8 744382877 542700522
6 793333642 -503326792
0 -279709280 744736310
1 967920695 -77492166
0 431132173 -897541180
4 801140887 206576408
2 -770143294 487833723
8 -627782271 -774328437
7 800650280 640844653
0 -754868389 -39611572
1 -597164827 -368929110
6 -35912336 -83790537
2 165149767 -806205111
2 363160085 163726565
0 -693417980 864966813
4 233730548 -385223287
3 395931444 904577204
3 -494170065 -746111042
2 282260874 -100863060
5 963284695 417985158
0 -576783504 -846842920
0 968665140 -18996052
8 891588627 -46095279
7 -67532619 704954723
2 234488547 -892529600
4 -200314113 -479168955
1 553957336 244248527
9 703360641 -942700975
1 279123583 396265816
2 641100347 192703071
1 230768267 349424308
8 64217294 -338876106
0 -884207263 -449023783
0 -273377607 99941763
4 558322238 -962220352
8 -46647278 -749806844
7 153484049 -191754578
9 -920721146 373269566
8 61613373 -348039053
3 -31367403 426443198
7 550479256 -497639000
2 80028224 160560013
2 392470853 -631828514
1 -369469180 336869916
6 -487664719 -623514848
5 -656060430 346196336
6 -804143249 271771059
2 790173049 291614360
6 87999208 -116393072
2 -536672453 990277203
8 -730605421 984416997
5 190453425 -91145063
5 -34501126 686079833
4 845146687 106898871
9 -859535643 -509970693
6 -859975479 -533040874
3 813592430 416922095
4 -684763871 207041585
9 -246965972 -766354124
5 577117600 -181439400
2 -96966668 -642602761
9 -787485915 892213486
3 362703865 296796909
1 738119074 847454006
4 375336410 637482181
9 259584695 -946982597
6 -466159955 199350417
8 -819983908 376392231
4 7188425 39586159
5 212635381 -220606419
1 174773907 -421423067
3 -546208412 -86934829
4 966251829 -863149506
2 903268469 338903513
4 -395720118 -512519552
6 582753706 -861636863
5 -110207292 754573064
6 -636850380 -640745729
1 -346778631 400797901
9 -56896410 450011442
2 669992420 73753556
2 402818121 880415397
9 200935292 -626575314
5 8384856 -890330980
9 -570329583 -500124250
2 767702354 244562279
7 -521165125 945704615
1 240002530 -326963740
8 -566096104 -75934768
7 15837642 -825152666
0 329042820 371103841
9 -873021152 -472310883
4 358436350 -709198130
7 -549488361 -39033727
5 -997925914 556643385
2 869956562 928324142
3 -306243081 294705885
5 -16642647 -534136731
5 567322644 -952703246
2 -590491684 -533096399
7 -60158888 731552674
7 48267778 -423688596
1 -446908821 -497933054
2 521343399 -322264370
4 214652555 176901824
8 -132869833 251494383
8 758836299 -879966676
6 -634559495 -671233642
9 -606126521 -955107650
2 677731838 407998881
2 -899868652 -519170596
9 -373365508 220151476
1 44889574 90741051
4 527381515 22296332
3 -857262171 -978072336
8 200901242 -631286877
4 -643958293 567179459
4 -612236943 447481555
1 141207017 226864134
6 -683976368 -360567651
6 584123862 -736554150
7 -851044961 -515144338
3 666484637 915701379
2 593193164 326206903
9 411848227 139587482
6 23725977 -482275598
5 17694156 360869830
2 703975584 911841679
0 -91803087 -868411393
3 173060527 754194827
9 547165485 2202333
6 389547146 207382469
0 -360965090 -193422205
5 -979847175 -692605981
2 -770210495 -453613454
3 -445058272 -603934789
3 -490686155 -76743399
3 538285970 -670394909
2 403008759 49521703
2 225385107 680720130
8 -725469511 -481741473
5 -679724509 -758117091
4 -145095888 704727493
1 189158917 829292967
1 -693607723 622457275
7 628772063 193934724
1 935130074 901573666
3 -440834677 -308127875
2 -867255761 474334851
2 -371519172 -560395405
2 842903718 -952959382
2 443854630 707390193
2 349711677 -177253872
3 53827612 -915911212
7 -206737710 -838589582
9 -928798916 690871325
8 864414823 56812150
4 -1198486 491264494
3 797245437 -227976771
2 -826163844 -327351175
8 502547847 -613878326
2 92781194 467496794
8 470859817 -241675235
2 966877313 497830565
1 -725553995 -417680275
7 597139687 702009725
2 -919236502 996825326
6 439886159 689438561
3 518341998 139415656
8 -603124691 780958560
9 851210781 627976210
2 -198288273 894502512
3 -766504880 -52050895
9 138287270 -907581003
4 377544313 -323849133
3 -563266912 -498979592
0 885549935 -854977233
3 -41563797 800856299
3 705588897 505684813
1 -719468073 322976868
7 -961748280 942555126
0 -740777306 -227338066
7 657683215 -5396016
7 -84415150 -588810551
2 -512599425 441166267
3 -569746614 -553271497
1 -890147622 75852290
8 -711482544 322602785
8 -650288328 914611737
7 756126925 -474561624
8 583858665 400676686
